,variable,CONTROL mean,CONTROL std,COVID mean,COVID std,p value(test T),p value (test Mann Whitneyu)
0,aparc-a2009s-volume_S_postcentral_lh,3.9032,0.8505219475906153,3.747010101010101,0.6739319970379967,0.32909351404065057,0.5293312838998606
0,aparc-a2009s-volume_S_postcentral_mean,3.46774,0.6702189648415906,3.4269595959595964,0.615676406179712,0.7717910739088013,0.7626074366061217
0,aparc-a2009s-volume_S_precentral-inf-part_rh,2.19332,0.7733449381313188,2.1837171717171717,0.493332732035937,0.9390154005646837,0.6947883063926477
0,aparc-a2009s-volume_S_precentral-inf-part_lh,2.3346,0.4704914983291409,2.234363636363636,0.42776346349940786,0.30695387764497584,0.4854680099064955
0,aparc-a2009s-volume_S_precentral-inf-part_mean,2.26396,0.5081128467181282,2.209040404040404,0.3824674034181032,0.5508854968507563,0.5922300007588863
0,aparc-a2009s-volume_S_precentral-sup-part_rh,1.7635600000000002,0.5340983117991168,1.7128686868686867,0.43791380771685473,0.6221881565959273,0.7460462320948491
0,aparc-a2009s-volume_S_precentral-sup-part_lh,1.7210000000000003,0.3408963674393339,1.7138686868686865,0.3238250865244134,0.9226036370673492,0.8566709898589008
0,aparc-a2009s-volume_S_precentral-sup-part_mean,1.74228,0.3698567031072079,1.713368686868687,0.3310097074988318,0.7038560084017771,0.720260515821773
0,aparc-a2009s-volume_S_suborbital_rh,0.47384,0.15938414810346313,0.4555454545454546,0.1495611452821474,0.5906374258248298,0.6315376983707486
0,aparc-a2009s-volume_S_suborbital_lh,0.9013599999999999,0.1657688852991819,0.9786767676767676,0.24101286392473031,0.13265861085685113,0.1755426914275241
0,aparc-a2009s-volume_S_suborbital_mean,0.6876000000000001,0.13632390961725435,0.7171111111111111,0.14970081652122066,0.37207368870034285,0.39008074106892343
0,aparc-a2009s-volume_S_subparietal_rh,1.7561600000000002,0.42033416071819174,1.7525656565656564,0.3828829991699698,0.9672686519159193,0.7202575639212931
0,aparc-a2009s-volume_S_subparietal_lh,1.5275199999999998,0.4155058282784169,1.420686868686869,0.32613101932288596,0.1697201983479299,0.2771305359969084
0,aparc-a2009s-volume_S_subparietal_mean,1.64184,0.3814422116564098,1.5866262626262626,0.29882811371779333,0.43767844922885624,0.5987027480069906
0,aparc-a2009s-volume_S_temporal_inf_rh,1.91476,0.34319349255679854,1.8399797979797976,0.3700549595088568,0.3617362517703029,0.4529670460513334
0,aparc-a2009s-volume_S_temporal_inf_lh,2.31892,0.43237348053120306,2.2253939393939395,0.3965677443782608,0.30289830984960975,0.4145748002269283
0,aparc-a2009s-volume_S_temporal_inf_mean,2.11684,0.33751986731647865,2.0326868686868687,0.3449405049695762,0.27587771945703793,0.32971791922154203
0,aparc-a2009s-volume_S_temporal_sup_rh,9.431959999999998,1.2033519324509077,9.171141414141413,1.60998932060155,0.4502815331778314,0.33126616441110524
0,aparc-a2009s-volume_S_temporal_sup_lh,9.14136,1.2762892462134123,8.647585858585858,1.4387152078106824,0.11982437833727738,0.09026217276272695
0,aparc-a2009s-volume_S_temporal_sup_mean,9.286660000000001,1.128606660518476,8.909363636363638,1.3983749147255113,0.21405573935063202,0.12397187937604164
0,aparc-a2009s-volume_S_temporal_transverse_rh,0.40136000000000005,0.08424858060129758,0.385040404040404,0.09642464745369712,0.4402106113799943,0.5436861510230294
0,aparc-a2009s-volume_S_temporal_transverse_lh,0.48996,0.15439977331589577,0.4988787878787878,0.12789746153815376,0.7658983302835114,0.7578606068437218
0,aparc-a2009s-volume_S_temporal_transverse_mean,0.44565999999999995,0.09478832997790393,0.441959595959596,0.0905803475995961,0.8568017863710264,0.893477713031647
0,aparc-Desikan-volume_bankssts_rh,2.18264,0.321740951698723,2.068848484848485,0.3538562305668027,0.1463643334389708,0.10605560324580178
0,aparc-Desikan-volume_bankssts_lh,2.46244,0.37614581392504337,2.2544646464646463,0.4379960700860718,0.031301696185436975,0.012955573577903312
0,aparc-Desikan-volume_bankssts_mean,2.32254,0.3165153998359848,2.1616565656565654,0.3239249381310228,0.0276538205730619,0.027255644612429665
0,aparc-Desikan-volume_caudalanteriorcingulate_rh,1.92508,0.36933565582903943,1.8907676767676769,0.49505641460183614,0.7464104405428169,0.6560999338449425
0,aparc-Desikan-volume_caudalanteriorcingulate_lh,1.7063200000000003,0.34274476898512496,1.5850101010101012,0.4362474605492896,0.19882486018250764,0.07236676698910882
0,aparc-Desikan-volume_caudalanteriorcingulate_mean,1.8156999999999999,0.25223955214570665,1.737888888888889,0.3502802271444175,0.2989833089803113,0.17955108763519623
0,aparc-Desikan-volume_caudalmiddlefrontal_rh,5.39668,1.4970225092941434,4.985666666666667,0.9924440250498479,0.10063432453615441,0.23915942495278253
0,aparc-Desikan-volume_caudalmiddlefrontal_lh,5.52232,0.9869904052218541,5.543494949494948,0.9992766503595609,0.9245510443606018,0.8984069447079767
0,aparc-Desikan-volume_caudalmiddlefrontal_mean,5.4595,1.1423680996071273,5.264580808080808,0.8846757699254671,0.3565518573545381,0.3698092188767872
0,aparc-Desikan-volume_cuneus_rh,3.4712799999999993,0.5412196504193099,3.279181818181818,0.5680914945646172,0.12994023377815603,0.1467420682157245
0,aparc-Desikan-volume_cuneus_lh,2.97952,0.4284324256324833,2.8953535353535353,0.5179160816338152,0.4548870928950828,0.29112759412527867
0,aparc-Desikan-volume_cuneus_mean,3.2254,0.4176040788434263,3.0872676767676768,0.5113473514574087,0.21425771037940877,0.1765429088290762
0,aparc-Desikan-volume_entorhinal_rh,1.93788,0.3465867279628577,1.911212121212121,0.4789290406459249,0.7942932832647478,0.32510132351549337
0,aparc-Desikan-volume_entorhinal_lh,1.9831200000000002,0.5504377288425398,1.9219595959595959,0.4256710649007196,0.5474529876899328,0.9950307590833418
0,aparc-Desikan-volume_entorhinal_mean,1.9605000000000001,0.3620936227920435,1.9165858585858582,0.41568162635827116,0.6295440956230454,0.38325117016603205
0,aparc-Desikan-volume_fusiform_rh,9.70692,1.4857265596333669,9.3270202020202,1.4177813580307614,0.23803510321139423,0.3798640533698694
0,aparc-Desikan-volume_fusiform_lh,10.000039999999998,1.1333753232417465,9.648484848484848,1.234026637522476,0.1985195260740485,0.1826006651382147
0,aparc-Desikan-volume_fusiform_mean,9.85348,1.2314218956149838,9.487752525252526,1.1874194201956796,0.17447288186809376,0.3115140421537249
0,aparc-Desikan-volume_inferiorparietal_rh,14.695079999999997,2.0702100118909033,13.828565656565656,2.3135810574563274,0.09035122056578625,0.06617146297845015
0,aparc-Desikan-volume_inferiorparietal_lh,12.387440000000002,1.9349521759809294,11.497010101010101,1.751265067495958,0.028003418608659864,0.03866826986678577
